sample_id,partition,scaffold
mol_8d7210d44aff7062,test,c1ncncn1
mol_8d7c6b8dc1aa5f35,test,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
mol_8dc5cfe9c7caf189,test,O=C1OC(=O)C2C3C=CC(C3)C12
mol_8ecfe81bb3289514,test,O=C1CCCN1
mol_8ed273bc29ab9225,test,c1ccc(CCc2ccccc2)cc1
mol_8f95df0273baa006,test,O=C(Nc1ccccc1)c1ccccc1
mol_8fd5ae884616dce6,test,ACYCLIC:CCCCCCCC(=O)OC
mol_8fe76c56662b20be,test,c1ccc(Cc2ccccc2)cc1
mol_8ff6b55dd7756edc,test,c1ccc(Cc2ccccc2)cc1
mol_90fb0b18746bbeaf,test,c1ccc2cc3ccccc3cc2c1
mol_912c67e7fe932c07,test,c1ccc2scnc2c1
mol_915da7210ac7de39,test,c1c[nH]cn1
mol_9187b3561cd026ae,test,O=c1ccc2ccccc2o1
mol_91a37429a094820b,test,c1ncncn1
mol_920fb92d273fe2fa,test,C1=CC(c2ccccc2)C=CN1
mol_92623ccd36bc322b,test,C1CCOC1
mol_926ce497f4684fba,test,c1ccc(Nc2ccccc2)cc1
mol_92af45ff81a47e75,test,O=C1CC(=O)NC(=O)N1
mol_92f770ab8cf018cf,test,O=C1CCCN1
mol_935aa2abb30a98f8,test,ACYCLIC:C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C
mol_93cfaaad90f599aa,test,O=C1OC(=O)C2C3C=CC(C3)C12
mol_9473d6034ecb268a,test,C1=CCCCC1
mol_9496036b810605dc,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_95acae176c8dc307,test,c1c[nH]cn1
mol_95b6a23a7b6a1660,test,c1ccc2c(c1)Nc1ccccc1S2
mol_9616dceee5373672,test,c1ccc2c(c1)Cc1ccccc1-2
mol_967d6088643c908b,test,ACYCLIC:CCC(C)(C)CC
mol_96e48e9683c55e72,test,c1ccc2ccccc2c1
mol_973eca13038c374e,test,c1ccc2[nH]ccc2c1
mol_97477cdb2a856f7a,test,c1ccc2[nH]ccc2c1
mol_9777cc86ffbb1e39,test,c1ccc(Oc2ccccc2)cc1
mol_97e617f9d152ebd2,test,c1ccc(N2CCNCC2)cc1
mol_983ddad78e5c901c,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_98afba486da20200,test,c1ccc2ccccc2c1
mol_98c90c7e65fad889,test,O=C1CCCO1
mol_993366bce4e17d09,test,c1ccc(Nc2ccccc2)cc1
mol_9964cb9e111b85c2,test,C1COCCN1
mol_99a00c6e2fba83ca,test,c1ccc(Nc2ccccc2)cc1
mol_99ca11a435c0907a,test,c1ccc(Cc2ccccc2)cc1
mol_9a20edc3c8f19e0c,test,c1ccc(Oc2ccccc2)cc1
mol_9ad39213023c715a,test,O=C(Nc1ccccc1)c1ccccc1
mol_9ad410f6f2f36159,test,c1cc[nH+]cc1
mol_9affd80d02f471ac,test,c1ccc(Oc2ccccc2)cc1
mol_9b1aa968a6152479,test,C1CCOC1
mol_9b975e5e3d42a4c0,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_9ba2f246b2153c47,test,c1ccc(Oc2ccccc2)cc1
mol_9c529de7d8a3579c,test,c1ccc(Cc2ccccc2)cc1
mol_9cbfda3221f5c68a,test,c1ccc(Oc2ccccc2)cc1
mol_9d2572bc5650ae5e,test,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
mol_9ddbb6ff651bae7f,test,c1ccc(Oc2ccccc2)cc1
mol_9de0e07bec348f10,test,c1ccc2cc3ccccc3cc2c1
mol_9df475ba1374a0ca,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_9e258000d96cef27,test,O=C1C=CCCC1
mol_9e880af81be4b6a6,test,c1ccc2ccccc2c1
mol_9eeb33ff8973aba6,test,c1c[nH+]c[nH]1
mol_9f4b1d6f4d2415dc,test,c1c[nH+]c[nH]1
mol_9f4bd91f2acb0a65,test,c1ccc(Nc2ccccc2)cc1
mol_9f4ea2ee96ba096a,test,O=C(Nc1ccccc1)c1ccccc1
mol_a009a75deca1a66b,test,C1CCC2C(C1)CCC1C3CCCC3CCC21
mol_a056dfed253e125b,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_a0dd1fbc5a0a6ffd,test,ACYCLIC:N#CCCNCCC#N
mol_a10c7dfd7d7e9657,test,O=C(Nc1ccccc1)c1ccccc1
mol_a12c83b0c8ca07f8,test,c1cc[nH+]cc1
mol_a174d0b28b55e9db,test,c1cscn1
mol_a1e5d57146bbb6c4,test,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
mol_a1f707f82387b083,test,ACYCLIC:CC(C)=CCCC(C)CCO
mol_a214e882a0e9628e,test,C1=CCCCC1
mol_a27c2efb7f19d1ba,test,O=C1CNC(=O)N1
mol_a2ebe9960467a099,test,C1CCNC1
mol_a2f78b58ab2c0bd5,test,c1ccc(Oc2ccccc2)cc1
mol_a3014eeaa35f1b63,test,c1ccc(Nc2ccccc2)cc1
mol_a328bdd5ee01ae91,test,c1ccc2ccccc2c1
mol_a43719c8140f5fe7,test,c1ccc2c(c1)Nc1ccccc1S2
mol_a4e47a389b288e9b,test,c1ccc(Cc2ccccc2)cc1
mol_a4ed6f763b6dbd7e,test,C(=Cc1ccccc1)c1ccccc1
mol_a4f9cc7ed28069de,test,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
mol_a507499dcc224b1a,test,O=C1C=CCCC1
mol_a53dc6740a3c8e3c,test,ACYCLIC:CCCCN(CCCCO)N=O
mol_a591637887e0025b,test,c1ncncn1
mol_a6713dbe85d9dee7,test,c1ccc(Oc2ccccc2)cc1
mol_a6ddc5f17014dc0f,test,c1ccc2c(c1)Cc1ccccc1-2
mol_a76addba649d06c5,test,O=C1CCCN1
mol_a7c6814c37123a0a,test,O=C(Nc1ccccc1)c1ccccc1
mol_a7c98a9261363ed0,test,O=C1CC(=O)NC(=O)N1
mol_a82ab7e906b02e6c,test,c1ccc2ccccc2c1
mol_a896d495b04a450b,test,c1ccc2ccccc2c1
mol_a9132a167554e793,test,c1c[nH]cn1
mol_a9890075c0af3050,test,c1ccc(Cc2ccccc2)cc1
mol_a98ee7e7ff071f88,test,c1ccc(Cc2ccccc2)cc1
mol_a9dc248f97ce6a2e,test,c1c[nH+]c[nH]1
mol_a9f4897de056a826,test,c1ccc2[nH]ccc2c1
mol_aae441076017776b,test,O=C1CC(=O)NC(=O)N1
mol_aaf3025934d6694a,test,c1ccc2ccccc2c1
mol_ab072588670156c0,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_ab3b6925b1179e1e,test,c1ccc2cc3ccccc3cc2c1
mol_ab52baeef953c54e,test,c1c[nH+]c[nH]1
mol_ab53972a2bf1bcf3,test,c1ncncn1
mol_abf426e92067bcdd,test,O=C1CCCO1
mol_ad32ba01ee49567d,test,c1ccc2cc3ccccc3cc2c1
mol_ad50c8282305add9,test,c1ccc(N2CCNCC2)cc1
mol_ad87086efc8e887e,test,O=C1CC(=O)NC(=O)N1
mol_adfb3f3ea1120fa9,test,c1ccc(Cc2ccccc2)cc1
mol_ae379afdb25bd226,test,c1ccc2[nH]ccc2c1
mol_ae3fe82c7152a14b,test,O=C1CCCN1
mol_ae619d79b9d86dee,test,O=C1CNC(=O)N1
mol_ae9706a5e2c3920a,test,c1ccc(Nc2ccccc2)cc1
mol_af531569f4f58f77,test,ACYCLIC:CCCCCCCOC(=O)CCC
mol_af8adebdd3a08b41,test,O=C(Nc1ccccc1)c1ccccc1
mol_afc91475f63fafb5,test,c1ccc2ccccc2c1
mol_b0818422dc5b5f9e,test,O=C1C=CCCC1
mol_b23bd310654343a9,test,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
mol_b28705748bb84366,test,c1cc[nH+]cc1
mol_b28b4cedd6f6e4fb,test,c1ccc2cc3ccccc3cc2c1
mol_b2a02ad4ea5295cb,test,O=C1CCCO1
mol_b2a989a03b5c3751,test,c1ccc2ccccc2c1
mol_b2bace2633f5fbf0,test,ACYCLIC:CC(C)CC(O)CC(C)C
mol_b337b0f5fa5bf9f8,test,c1ccc2ccccc2c1
mol_b37e7efa792b3b8b,test,C1COCCN1
mol_b3851df9d69a4b28,test,O=C1CCCN1
mol_b3e361d587f54eaa,test,c1ccc(Nc2ccccc2)cc1
mol_b4518f61796109bc,test,c1ccc(Oc2ccccc2)cc1
mol_b50ec532dcd59609,test,ACYCLIC:CCCCCCCCCCCCCC(=O)OC(C)C
mol_b573dab2ad092d52,test,O=c1ccc2ccccc2o1
mol_b62e7c70b17a120d,test,c1ncncn1
mol_b646c3736ff5b11f,test,c1ccc(Cc2ccccc2)cc1
mol_b66459934f5276fb,test,O=c1ccc2ccccc2o1
mol_b6f65a4551bfdcd1,test,O=C(Nc1ccccc1)c1ccccc1
mol_b6f68a1d30cf15d2,test,ACYCLIC:C=CC(=O)OCCCCCCCC
mol_b6fe2421c1b0dfc9,test,C1=CCCCC1
mol_b72cccfd9cc11d37,test,c1ncncn1
mol_b751787a3f2c0d1f,test,C1=CC(c2ccccc2)C=CN1
mol_b7e9958b3f530ca2,test,c1ccc(Cc2ccccc2)cc1
mol_b851dba1c19f570b,test,c1ccc(Oc2ccccc2)cc1
mol_b96f1c53e0906b64,test,c1c[nH]cn1
mol_b97dcc3526d02268,test,c1ccc(CCc2ccccc2)cc1
mol_b9a0bf3fefbfdecd,test,c1ccc2c(c1)Cc1ccccc1-2
mol_ba6bfba081ee4dfe,test,O=C1CCCO1
mol_ba88ae3ae1972b13,test,C=C1CCCCC1=CC=C1CCCC2CCCC12
mol_baf43a06cf72579c,test,O=C1CC(=O)NC=N1
mol_bb69b67fa1c8b867,test,O=C(Nc1ccccc1)c1ccccc1
mol_bb7e16201de45ca3,test,c1ccc(Cc2ccccc2)cc1
mol_bb87cd06f88bf4cd,test,ACYCLIC:CC(=O)CC(=O)N(C)C
mol_bbd5ca205169ee76,test,c1ccc(Cc2ccccc2)cc1
mol_bc402546efaffec3,test,c1ccsc1
mol_bc5e1e0d91cdd822,test,c1ccc2ccccc2c1
mol_bca46ead5ad1e51c,test,c1ccc(Cc2ccccc2)cc1
mol_bcadd9c4da3dc0e7,test,c1ccc2c(c1)Nc1ccccc1S2
mol_bce5f4a412d352bd,test,c1cc[nH+]cc1
mol_bd54e7a8044f964a,test,c1ccc2c(c1)Nc1ccccc1S2
mol_be64dd2a711546b3,test,O=C1C=CC(=O)C=C1
mol_bec7a43624727a0b,test,c1cc[nH+]cc1
mol_bf0b7f58151c6718,test,O=c1cc(-c2ccccc2)oc2ccccc12
mol_bf2597ccc809c116,test,c1ccc(Oc2ccccc2)cc1
mol_bf2f5e1ab1a9e51f,test,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
mol_bf5b78ecd6540ef5,test,c1ccc2ccccc2c1
mol_c0933f9f782cfd11,test,c1c[nH]cn1
mol_c0db04e20a0b3cfb,test,c1ccc(Nc2ccccc2)cc1
mol_c0e54fbd3831cab1,test,C1COCCN1
mol_c116d02c14d94113,test,c1ccc(Cc2ccccc2)cc1
mol_c1751d071441d33c,test,O=C1CNC(=O)N1
mol_c1ca60a25684c5a9,test,c1ccc(Cc2ccccc2)cc1
mol_c1f6148198cb7fe1,test,c1ccc2scnc2c1
mol_c2046e035b5cf923,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_c3842f61fc8defb9,test,c1ccc(Cc2ccccc2)cc1
mol_c4d0a0f4a6acaf23,test,C1=CCCCC1
mol_c5a12d6bae0f8952,test,O=C(Nc1ccccc1)c1ccccc1
mol_c5cbe640955eb442,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_c5e5008809fcdc4e,test,c1ccc(Nc2ccccc2)cc1
mol_c60a7e4a016ee82a,test,c1ccc2[nH]ccc2c1
mol_c676475ba2ab1100,test,c1ccc(Oc2ccccc2)cc1
mol_c69dec033446b4d0,test,c1c[nH]cn1
mol_c6eda03482ebcff0,test,c1ccc(Cc2ccccc2)cc1
mol_c711596f7b721941,test,c1ccc2c(c1)Nc1ccccc1S2
mol_c80b42becb0dcc28,test,c1ccc2scnc2c1
mol_c83fad367e0a793d,test,c1ccc2ccccc2c1
mol_c83fe2575b52094e,test,c1ccc2ccccc2c1
mol_c8771a2e61343643,test,N=C1C=C2CCNC2=CC1=O
mol_c8af6476779665eb,test,c1cc[nH+]cc1
mol_c8b0fd24e3e9e489,test,O=c1ccc2ccccc2o1
mol_c8cd46b5538fd5b1,test,C1COCCN1
mol_c8d04e37baf052e0,test,c1ccc(Cc2ccccc2)cc1
mol_c8fd8cf775c617d1,test,C1=CCCCC1
mol_c942138fbef7c3fe,test,c1ccc(Cc2ccccc2)cc1
mol_c9459201e6c975ba,test,O=C1CCCN1
mol_ca597d2b3057f774,test,C1CCOC1
mol_ca83bd1e52ca1b4d,test,C1CCOC1
mol_cab4c838e652d9a1,test,c1c[nH+]c[nH]1
mol_cb317d5492ee8e33,test,c1ncncn1
mol_cb868649f37e42f3,test,c1ccc(Cc2ccccc2)cc1
mol_cbd44592200e5ebd,test,c1ccc2ccccc2c1
mol_cbd97f4ce82d80a4,test,c1ccc2ccccc2c1
mol_cbf5aa0e7ba45740,test,C1CCNC1
mol_cc00b4ae73c114aa,test,c1ccc(Oc2ccccc2)cc1
mol_cc8f1d4f4224bb98,test,c1ncncn1
mol_cc916e3c164fca3f,test,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
mol_cc931a087cfcf7f2,test,O=c1ccc2ccccc2o1
mol_ccc0d2bb94241a82,test,O=C1CC(=O)NC(=O)N1
mol_cd360ceaebbe882a,test,C1CCNC1
mol_cd9920599c551bab,test,c1ccc(Cc2ccccc2)cc1
mol_ce1125d3f245f791,test,c1c[nH+]c[nH]1
mol_ce13bab3154fe258,test,ACYCLIC:CCCOC(=O)NCCCN(C)C
mol_ce56cc83b52a65d6,test,C1COCCN1
mol_ce6cfb53d72bb2e0,test,c1ccc2ccccc2c1
mol_ce853521df945af8,test,C1=CC(c2ccccc2)C=CN1
mol_cec74ca4dd028d56,test,O=C1CCCO1
mol_cf1099de352bc992,test,O=C1C=CCCC1
mol_cf518cdeb538ad51,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_cf685c8a5a6d67ab,test,ACYCLIC:CC/C=C\CCCCO
mol_cfad5bc1fc79be06,test,c1ncncn1
mol_cfbfc6b5f7b72234,test,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
mol_cff874d49fb13243,test,O=C1CNC(=O)N1
mol_d0168df8af588a66,test,c1ccc2[nH]ccc2c1
mol_d0d25081c935d84d,test,ACYCLIC:FCOC(C(F)(F)F)C(F)(F)F
mol_d146b0b0fcce1a0a,test,c1cc[nH+]cc1
mol_d1743603f1f59292,test,C(=Cc1ccccc1)c1ccccc1
mol_d17663f438b47300,test,ACYCLIC:O=C(O)[C@H](O)[C@@H](O)C(=O)O
mol_d19090d43acaa699,test,ACYCLIC:BrCBr
mol_d222500822808fff,test,C1=CC(c2ccccc2)C=CN1
mol_d24461ce8d69ea64,test,c1ccc2ccccc2c1
mol_d2625ba768595350,test,c1cscn1
mol_d2983c164bb8d457,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_d30dbd3a7550cb18,test,O=S(=O)(Nc1nc2ccncn2n1)c1ccccc1
mol_d365ea3d05e796bb,test,O=C1CNC(=O)N1
mol_d3e38781ae95d587,test,C1CCNC1
mol_d401e5cbd6876549,test,C1=CCCCC1
mol_d4adf7552f483d90,test,c1c[nH]cn1
mol_d4e3a659f6c2b82c,test,c1ccc(Cc2ccccc2)cc1
mol_d527370358932e4f,test,C(=Cc1ccccc1)c1ccccc1
mol_d53fb115a1e5f9d2,test,c1ccc2c(c1)Nc1ccccc1S2
mol_d5fec301fbc20fa8,test,c1ccc(Cc2ccccc2)cc1
mol_d623983f645f5653,test,C1CCC2C(C1)CCC1C3CCCC3CCC21
mol_d659260a56b713ce,test,c1ccc2ccccc2c1
mol_d6f383c318226630,test,C1CCC2C(C1)CCC1C3CCCC3CCC21
mol_d756ed7df9f0c30b,test,c1ccc(Oc2ccccc2)cc1
mol_d7bb100b76ae6a28,test,c1ccc(Cc2ccccc2)cc1
mol_d7fd9b3b544e481c,test,c1ccc(Oc2ccccc2)cc1
mol_d93198a79519c710,test,c1ccc(Cc2ccccc2)cc1
mol_d968af3b7b182b7e,test,c1cc[nH+]cc1
mol_d971a6ede8a2c9bc,test,c1ccc2scnc2c1
mol_d98fc09cf98f57d1,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_d9bbd88a32ae5d8d,test,O=S(=O)(Nc1cccnn1)c1ccccc1
mol_d9d395de9199aef1,test,c1ccc(CCc2ccccc2)cc1
mol_d9f78c491c63967c,test,c1ccc(Cc2ccccc2)cc1
mol_da1651b165e5aa57,test,c1cscn1
mol_da91d9a2b8ff0f36,test,c1ccc(Oc2ccccc2)cc1
mol_dabac680e3c3e0bc,test,c1ccc(Oc2ccccc2)cc1
mol_db0f1a12fcbc34e7,test,c1ccc(Oc2ccccc2)cc1
mol_db2e85d9a8c05c87,test,c1ccc2[nH]ccc2c1
mol_db7636f8f4c2b5f8,test,c1ncncn1
mol_dbb2a0bd989c47b8,test,c1ccc2ccccc2c1
mol_dbd8782f99217d7a,test,c1ccc(Cc2ccccc2)cc1
mol_dce251ab7a47fbe1,test,c1cscn1
mol_dd8d6c92c954c70a,test,c1ccc2ccccc2c1
mol_ddf36abd1d95ec25,test,C1=CCCCC1
mol_ddfc85e6d722755c,test,c1ccc2[nH]ccc2c1
mol_de3612fc0f969c21,test,C=C1CCCCC1=CC=C1CCCC2CCCC12
mol_de4af25b1ec0abd8,test,c1ccc(Cc2ccccc2)cc1
mol_de524d3432b37a39,test,O=C1CCCN1
mol_deca2b49caa8178e,test,c1c[nH+]c[nH]1
mol_df02fdfa2eec7988,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_df4c8fc534a2c028,test,c1ccc(Oc2ccccc2)cc1
mol_df7f1a1dc13f4a88,test,c1ccsc1
mol_e01f981a94dacf38,test,C=C1CCCCC1=CC=C1CCCC2CCCC12
mol_e0430bc5228ce873,test,O=C1C=CCCC1
mol_e09df78773d47ba5,test,c1ccc2ccccc2c1
mol_e16d602c9c76a63a,test,c1ccc(Cc2ccccc2)cc1
mol_e17101ab52b477a8,test,O=C(Nc1ccccc1)c1ccccc1
mol_e1e51cabcc433bfc,test,c1ccc(Nc2ccccc2)cc1
mol_e1e97b88ebd2748b,test,C1=CC2CC(C1)C2
mol_e1fe71a5267433ad,test,c1cscn1
mol_e21377ebf6551a42,test,c1ccc(Oc2ccccc2)cc1
mol_e25b55d6c4f31873,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_e3ae8eb7890a8744,test,c1ccc(Cc2ccccc2)cc1
mol_e3c4cb05449409b5,test,C1COCCN1
mol_e3d027c2c1486dc8,test,C1=CCCCC1
mol_e5bf398d67049cee,test,O=C1C=CC(=O)C=C1
mol_e5bf7e76effffa2e,test,c1ccsc1
mol_e6008ac24d413469,test,c1ccc2c(c1)Nc1ccccc1S2
mol_e60cdebd3f449baf,test,c1cscn1
mol_e6335a19c2f64bc9,test,c1ccc(CCc2ccccc2)cc1
mol_e65f5bb7d6337f0d,test,c1ccc2[nH]ccc2c1
mol_e6778347d267b024,test,c1ccc(Cc2ccccc2)cc1
mol_e6e5daf30ef99f01,test,c1ccc2[nH]ccc2c1
mol_e6f9aed28fa4a315,test,c1ccc(N2CCNCC2)cc1
mol_e8871232cad877ca,test,c1ccc(Oc2ccccc2)cc1
mol_e9583f0452f8f468,test,ACYCLIC:S=C=S
mol_e959259141373ef7,test,c1cc[nH+]cc1
mol_ea5d1f11a02ad78e,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_ea6ab86c57fca457,test,ACYCLIC:C=CCS(=O)(=O)O
mol_eab024857cc135ee,test,O=C1CCCN1
mol_eb427f4cebf76958,test,c1ccc2ccccc2c1
mol_eb6249ed118ce0a5,test,c1ccc2c(c1)Cc1ccccc1-2
mol_ec4bc4de3bd635f4,test,c1ccc2ccccc2c1
mol_ed213fb78b2c22f1,test,O=C1C=COC1c1ccccc1
mol_ed2aa3550ee4ba5a,test,c1ccc2ccccc2c1
mol_ed2b685669f29bd5,test,c1ncncn1
mol_edbc73372d2cd7f9,test,c1ccc2scnc2c1
mol_ee246308881cd6e8,test,O=C1CNC(=O)N1
mol_ee2f222c864a3340,test,ACYCLIC:C[N+](C)(C)CCO
mol_ef238ff6c9e68913,test,c1ccc(Cc2ccccc2)cc1
mol_ef3ecf7ffcdef2a9,test,c1ncncn1
mol_ef641e86ae8de541,test,C1=CCCCC1
mol_ef6f627dd97db6b5,test,C1CCOC1
mol_ef7964f3ce042b4a,test,c1ccc2ccccc2c1
mol_efba748c4a1342f5,test,c1cscn1
mol_f01415f401ee5630,test,c1ccc(Cc2ccccc2)cc1
mol_f01d5eea6944d14f,test,c1ccc2ccccc2c1
mol_f0b5ad152e990a6b,test,O=C1CNC(=O)N1
mol_f0e12e5ab9925163,test,C(=Cc1ccccc1)c1ccccc1
mol_f165174b6fd69c49,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_f1ae4726f1c07781,test,C1CCOC1
mol_f236d6fae6bb0c8f,test,O=c1ccc2ccccc2o1
mol_f2447e89b8c330ae,test,c1ccc2ccccc2c1
mol_f285bcca6fa78526,test,O=C1CCCO1
mol_f2e394232156ef1f,test,C1COCCN1
mol_f39a5880b8357a60,test,C1=CCCCC1
mol_f475c21ac1035c46,test,c1cc[nH+]cc1
mol_f4b12b8e4f27e5b6,test,c1ccc2ccccc2c1
mol_f539f69ccede25ac,test,c1ccc(Oc2ccccc2)cc1
mol_f5914e415514556f,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_f5ae25877b8f9365,test,O=C1C=CC(=O)C=C1
mol_f5deacbf33358055,test,C1=CCCCC1
mol_f6737fcbc86bb922,test,O=c1ccc2ccccc2o1
mol_f676c131e98119a9,test,O=C1CCCO1
mol_f6c60418c6e09493,test,c1ccc(Cc2ccccc2)cc1
mol_f6efc1f8e3b49aa5,test,c1ccc(Cc2ccccc2)cc1
mol_f7412146bf67764c,test,ACYCLIC:CCCCNC(=O)NCCCC
mol_f75a15479722f860,test,c1cscn1
mol_f773a2297c91c786,test,C1CCC2C(C1)CCC1C3CCCC3CCC21
mol_f7ff2dab57638f8e,test,O=C1CC(=O)NC(=O)N1
mol_f80dacd698738f37,test,c1ccc2[nH]ccc2c1
mol_f818b0413114e1d9,test,O=C1CCCO1
mol_f81aac48bdcd447f,test,C1CCC2C(C1)CCC1C3CCCC3CCC21
mol_f83a98098e1360b0,test,c1ncncn1
mol_f846be0ea5f3f270,test,O=C1CCCN1C1CCOc2ccccc21
mol_f89527be40a74e4a,test,c1ccc(Nc2ccccc2)cc1
mol_f90a47ddcf02144b,test,c1ccc2scnc2c1
mol_f94a91089b89a156,test,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
mol_f94ced1943d4ee5e,test,c1ccc2c(c1)Cc1ccccc1-2
mol_fa1c4aa7626d0629,test,c1ccc(Nc2ccccc2)cc1
mol_fa30c1321fe2f9d8,test,ACYCLIC:C=CCNCC=C
mol_fa502864d3f84fec,test,C(=Cc1ccccc1)c1ccccc1
mol_fb7798f75f8e7a9d,test,O=C1CCCN1
mol_fc16bbb781f3ef29,test,O=C1CNC(=O)N1
mol_fc4c2ebf3e117ba0,test,C(=Cc1ccccc1)c1ccccc1
mol_fc4eb389e97dcedc,test,c1ccc2c(c1)Cc1ccccc1-2
mol_fd047bcd77d5460f,test,c1ccc(Oc2ccccc2)cc1
mol_fd1ab8a808f3c010,test,C1CCNC1
mol_fd7d50d3e19d51b1,test,C1=CCCCC1
mol_fdb10e6b0c4171d1,test,O=c1cc(-c2ccccc2)oc2ccccc12
mol_fee8c90207ae7308,test,C1=CCCCC1
mol_ff9893fbe5d96fa3,test,c1c[nH]cn1
mol_ffc7cb155dc29aae,test,c1ccc(Cc2ccccc2)cc1
mol_001782af0f12eed3,train,ACYCLIC:O=S(=O)(O)OOS(=O)(=O)O
mol_0026890506bc5d25,train,c1ccc(C2CO2)cc1
mol_0029fff93fb64faf,train,ACYCLIC:CCOP(=S)(OCC)OP(=S)(OCC)OCC
mol_004466566c56ad1c,train,c1ccccc1
mol_0046c1925fd5e4dd,train,ACYCLIC:CCCCCCCCCCCCOCCO
mol_005378c4bb6e9230,train,ACYCLIC:C=CC(=O)OCCCC
mol_007eaf67c603e338,train,ACYCLIC:O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O
mol_008ec77666f9a67a,train,O=C(Nc1ccc2c(c1)CCCC2)c1ccccc1
mol_0093a75c12855444,train,c1ccccc1
mol_0094efa2a0ab0d76,train,c1ccccc1
mol_00afbb87cc755a4b,train,c1ccccc1
mol_00c0ff08147b7497,train,c1ccccc1
mol_00d461195d46fe69,train,ACYCLIC:CCCCOCCO
mol_00dce3b50f702d44,train,O=C(OCc1ccccc1)c1ccccc1
mol_00ed3a979111b18d,train,c1cc(SSc2ccoc2)co1
mol_00f180659e5a7e74,train,ACYCLIC:[N-]=[N+]=[N-]
mol_00f57b5a872a792a,train,O=C(NS(=O)(=O)c1ccccc1)c1ccccc1
mol_00f7588c19f33692,train,O=C1NC(=O)C2C3C=CC(C3)C12
mol_010de4da9e7e3f71,train,c1ccccc1
mol_011d2d551d47f2d6,train,c1ccccc1
mol_01227623634752c3,train,O=c1cc[nH]cc1
mol_01245e24bee26e80,train,C1CNCCNCCNCCN1
mol_012cd19ac4fdbdfc,train,ACYCLIC:CC(C)(N)C#N
mol_0135ba1c2d971449,train,C1=NOC(c2ccccc2)(c2ccccc2)C1
mol_01412bfed62d8d70,train,ACYCLIC:N[C@@H](CCC(=O)O)C(=O)O
mol_014fb2adf5362b93,train,ACYCLIC:CCCCCCCCCCCCSC
mol_0153e7a7aaf37eb8,train,c1ccccc1
mol_016af4d7ef2e7cfb,train,O=C(NCC[NH2+]Cc1ccccc1)C(=O)NCC[NH2+]Cc1ccccc1
mol_016b018074bf7ef1,train,c1ccccc1
mol_017ae6d633414795,train,c1ccccc1
mol_01a36363021b5fba,train,ACYCLIC:CCCCCCCCCCCCCOS(=O)(=O)O
mol_01a56359ec816cda,train,O=c1ncccn1C1COCO1
mol_01affab0e63168cb,train,C1=Cc2ccccc2Cc2ccccc21
mol_01e35897bcf86c19,train,c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1
mol_01ecdf92dc57daf6,train,ACYCLIC:O=[Se]=O
mol_01f4860b66e6fe03,train,c1ccccc1
mol_0207bcc9f4cdbc00,train,ACYCLIC:CCCCCCOCCOCCO
mol_020d82e8ce9e3a8f,train,N=C1SCCS1
mol_0227108a6012bf89,train,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1
mol_022e5a54c4853dca,train,ACYCLIC:C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C
mol_022e8df2cc82ff55,train,C1CCCNCC1
mol_02395381a9fae94e,train,ACYCLIC:CCOC(=O)CCC(C)=O
mol_0244428d04c7731e,train,O=C1CC2(CCCC2)CC(=O)N1
mol_025fe9f06b10ea5a,train,c1ccccc1
mol_0296cb2f118bfe15,train,O=c1occ(CN2CCN(c3ccc4c(=O)cc5n(c4c3)CS5)CC2)o1
